source,name,city,website,domain,founded_year,size_band,band_label,headcount,headcount_unknown,whale_candidate,staffing_mix
goodfirms+nasscom,Kumaran Systems Inc,"Chennai, India",https://kumaran.com/,kumaran.com,1990,250+,250+,,False,True,False
goodfirms,Apzzo Technologies Private Limited,"Chennai, India",https://www.apzzo.com,apzzo.com,,10-49,10-49,,False,False,False
goodfirms,iTech India Private Limited,"Chennai, India",https://itechindia.co/,itechindia.co,,50-249,50-249,,False,False,False
goodfirms,DCXworks Private Limited,"Chennai, India",https://dcxworks.com/,dcxworks.com,,10-49,10-49,,False,False,False
goodfirms,Trirope Technologies,"Chennai, India",https://www.trirope.com/,trirope.com,2019,10-49,10-49,,False,False,False
goodfirms,LIFO Technologies Pvt. Ltd.,"Chennai, India",https://www.lifotechnologies.com/,lifotechnologies.com,2011,50-249,50-249,,False,False,False
goodfirms,itTrident,"Chennai, India",https://ittrident.com/index.php,ittrident.com,2011,50-249,50-249,,False,False,False
goodfirms,Q Brainstorm Software,"Chennai, India",https://qbrainstorm.com/index.php,qbrainstorm.com,2004,10-49,10-49,,False,False,False
goodfirms,theBrandopedia,"Chennai, India",https://thebrandopedia.in/,thebrandopedia.in,2022,10-49,10-49,,False,False,False
goodfirms,SVaaN Global Tech,"Chennai, India",https://svaantech.com/,svaantech.com,2021,50-249,50-249,,False,False,False
goodfirms,Top tech software solutions,"Chennai, India",https://toptechsoftwaresolutions.in/,toptechsoftwaresolutions.in,2023,50-249,50-249,,False,False,False
goodfirms,Staunch Technologies Pvt Ltd,"Chennai, India",https://www.staunchtec.com,staunchtec.com,2006,50-249,50-249,,False,False,False
goodfirms,Qeagle,"Chennai, India",https://www.qeagle.com,qeagle.com,2018,50-249,50-249,,False,False,False
goodfirms,USAM Technology Solution Pvt Ltd,"Chennai, India",https://www.usamtechpro.com/,usamtechpro.com,,50-249,50-249,,False,False,False
goodfirms,Siva Cerulean Technologies (SCT),"Chennai, India",https://www.sctinfo.com/,sctinfo.com,2018,10-49,10-49,,False,False,False
goodfirms,WEBPROGR.COM,"Chennai, India",https://www.webprogr.com/,webprogr.com,2014,,,,True,False,False
goodfirms,Unified Modern Minds (UMM),"Chennai, India",https://umm.digital/,umm.digital,2007,50-249,50-249,,False,False,False
goodfirms,Brewed @ The Lab Technologies Pvt Ltd,"Chennai, India",https://www.brewedatthelab.com/,brewedatthelab.com,,10-49,10-49,,False,False,False
goodfirms,ECPHASIS INFOTECH - WEB DESIGNING COMPANY,"Chennai, India",https://www.ecphasisinfotech.com/,ecphasisinfotech.com,,10-49,10-49,,False,False,False
goodfirms,Infologia Technologies,"Chennai, India",http://infologia.in,infologia.in,2014,10-49,10-49,,False,False,False
goodfirms,Versuche Technologies Pvt Ltd,"Chennai, India",https://versuchetech.com/,versuchetech.com,,10-49,10-49,,False,False,False
goodfirms,Rajasri Systems,"Chennai, India",https://www.rajasri.com,rajasri.com,2000,50-249,50-249,,False,False,False
goodfirms,Sixth Star Technologies,"Chennai, India",https://sixthstartech.com/,sixthstartech.com,2006,10-49,10-49,,False,False,False
goodfirms,Arbaan GT Private Limited,"Chennai, India",https://arbaan.com,arbaan.com,2017,10-49,10-49,,False,False,False
goodfirms,Pynux Soft Solutions,"Chennai, India",https://pynuxsoft.com/,pynuxsoft.com,,10-49,10-49,,False,False,False
goodfirms,eHash,"Chennai, India",https://ehashsoft.com/,ehashsoft.com,,10-49,10-49,,False,False,False
goodfirms,Profuture Tech Solutions Private Limited,"Chennai, India",https://profuturetech.com,profuturetech.com,2014,250+,250+,,False,True,False
goodfirms,Rytsense Technologies,"Chennai, India",https://rytsensetech.com/,rytsensetech.com,2017,50-249,50-249,,False,False,False
goodfirms,SIEORA,"Chennai, India",https://www.sieora.in/,sieora.in,,10-49,10-49,,False,False,False
goodfirms,AKRA TECH,"Chennai, India",https://www.akratech.com/,akratech.com,2007,10-49,10-49,,False,False,False
goodfirms,Synic Systems Pvt Ltd,"Chennai, India",http://synicsys.com/,synicsys.com,2009,10-49,10-49,,False,False,False
goodfirms,mavin apps and technologies private limited,"Chennai, India",http://www.mavinapps.com,mavinapps.com,2011,10-49,10-49,,False,False,False
goodfirms,Kaspon Techworks,"Chennai, India",http://www.kaspontech.com,kaspontech.com,2011,50-249,50-249,,False,False,False
goodfirms,wingsdesign,"Chennai, India",http://www.wings.design,wings.design,2010,10-49,10-49,,False,False,False
goodfirms,PHP Scripts Mall,"Chennai, India",https://www.phpscriptsmall.com/,phpscriptsmall.com,2014,10-49,10-49,,False,False,False
goodfirms,Congruent,"Chennai, India",https://www.congruentsoft.com,congruentsoft.com,1994,50-249,50-249,,False,False,False
goodfirms,Raga Designers,"Chennai, India",https://ragadesigners.com,ragadesigners.com,2011,10-49,10-49,,False,False,False
goodfirms,Tecnovators Software Solutions,"Chennai, India",https://tecnovators.com/,tecnovators.com,2014,10-49,10-49,,False,False,False
goodfirms,Chennai Web Design Company,"Chennai, India",https://www.chennaiwebdesigncompany.co.in,chennaiwebdesigncompany.co.in,2010,10-49,10-49,,False,False,False
goodfirms,360degreeinfo pvt ltd,"Chennai, India",https://360degreeinfo.com/,360degreeinfo.com,2008,,,,True,False,False
goodfirms,"Tecxpera Technologies Pvt. Ltd.,","Chennai, India",http://tecxperatechnologies.com,tecxperatechnologies.com,2013,10-49,10-49,,False,False,False
goodfirms,Autointelli Systems Private Limited,"Chennai, India",https://www.autointelli.com/,autointelli.com,2018,10-49,10-49,,False,False,False
goodfirms,MobiWhiz.com,"Chennai, India",https://www.mobiwhiz.com,mobiwhiz.com,2015,50-249,50-249,,False,False,False
goodfirms,Zcodia Technologies,"Chennai, India",https://www.zcodiatechnologies.com/web-development,zcodiatechnologies.com,2008,10-49,10-49,,False,False,False
goodfirms,Bytesflow Technologies,"Chennai, India",https://bytesflow.com/,bytesflow.com,2008,10-49,10-49,,False,False,False
goodfirms,Webinfy,"Chennai, India",https://www.webinfy.in/,webinfy.in,2015,,,,True,False,False
goodfirms,Vriksha Techno Solutions,"Chennai, India",http://www.vrikshatech.com,vrikshatech.com,2006,50-249,50-249,,False,False,False
goodfirms,Aequalis Software Solutions Pvt Ltd,"Chennai, India",https://aequalis.io/,aequalis.io,2010,50-249,50-249,,False,False,False
goodfirms,EOrchids TechSolutions,"Chennai, India",https://e-orchids.com/,e-orchids.com,2004,10-49,10-49,,False,False,False
goodfirms,Opseazy,"Chennai, India",https://www.opseazy.com/,opseazy.com,2018,10-49,10-49,,False,False,False
goodfirms,Foxappz Technologies Pvt.Ltd,"Chennai, India",https://foxappz.com/,foxappz.com,2014,50-249,50-249,,False,False,False
goodfirms,Spider India,"Chennai, India",https://www.spiderindia.com/,spiderindia.com,2000,10-49,10-49,,False,False,False
goodfirms,Coderz Vision Technology,"Chennai, India",https://coderzvisiontech.com/,coderzvisiontech.com,2021,10-49,10-49,,False,False,False
goodfirms,CodeTez Technologies Private Limited,"Chennai, India",https://www.codetez.com/,codetez.com,,10-49,10-49,,False,False,False
goodfirms,Merkat Intellekt Technologies Private Limited,"Chennai, India",https://www.merkatintellekt.com/,merkatintellekt.com,2017,10-49,10-49,,False,False,False
goodfirms,Appysa Technologies,"Chennai, India",https://appysa.com/,appysa.com,2021,10-49,10-49,,False,False,False
goodfirms,Zeek Digital,"Chennai, India",https://www.zeek.digital/,zeek.digital,2018,10-49,10-49,,False,False,False
goodfirms,W2X Labs,"Chennai, India",https://w2xlabs.com/,w2xlabs.com,2010,50-249,50-249,,False,False,False
goodfirms,Flywheel Infotech,"Chennai, India",https://www.flywheelinfotech.com,flywheelinfotech.com,2021,10-49,10-49,,False,False,False
goodfirms,srushty Global Inc,"Chennai, India",https://www.srushty.com,srushty.com,2010,50-249,50-249,,False,False,False
goodfirms,SmartZEN Solutions Private Limited,"Chennai, India",https://www.smartzensolutions.com/,smartzensolutions.com,,10-49,10-49,,False,False,False
goodfirms,Peninsular Research Operation,"Chennai, India",https://peninsularresearchops.com/,peninsularresearchops.com,2021,50-249,50-249,,False,False,False
goodfirms,Sukra Infotek Solutions Private Limited,"Chennai, India",https://www.sukrainfotek.com,sukrainfotek.com,2023,10-49,10-49,,False,False,False
goodfirms,SharePoint Designs,"Chennai, India",https://www.sharepointdesigns.com/,sharepointdesigns.com,2018,10-49,10-49,,False,False,False
goodfirms,Vilva Networks,"Chennai, India",https://www.vilvabusiness.com/,vilvabusiness.com,2015,10-49,10-49,,False,False,False
goodfirms,Ysquare,"Chennai, India",https://www.ysquaretechnology.com/,ysquaretechnology.com,2018,10-49,10-49,,False,False,False
goodfirms,SRM Technologies,"Chennai, India",https://www.srmtech.com/,srmtech.com,1998,250+,250+,,False,True,False
goodfirms,Xmedia Solutions,"Chennai, India",https://www.xmediasolution.com/,xmediasolution.com,,50-249,50-249,,False,False,False
goodfirms,Piccosoft Software labs India Private Limited,"Chennai, India",http://www.piccosoft.com/,piccosoft.com,2015,10-49,10-49,,False,False,False
goodfirms,McKayne,"Chennai, India",https://mckayne.com/,mckayne.com,,10-49,10-49,,False,False,False
goodfirms,Gemicates Technologies Pvt Ltd,"Chennai, India",https://gemicates.com,gemicates.com,2014,10-49,10-49,,False,False,False
goodfirms,Harvee Technologies,"Coimbatore, India",https://www.harvee.tech/,harvee.tech,2012,10-49,10-49,,False,False,False
goodfirms+nasscom,SteppingEdge,"Coimbatore, India",https://www.steppingedge.com,steppingedge.com,2018,50-249,50-249,,False,False,False
goodfirms,Pragmatic Solutions Inc,"Coimbatore, India",https://www.pragmaticsolutioninc.com/,pragmaticsolutioninc.com,2012,10-49,10-49,,False,False,False
goodfirms,Technoduce Info Solutions Pvt Ltd,"Coimbatore, India",https://www.technoduces.com/,technoduces.com,2011,50-249,50-249,,False,False,False
goodfirms,NGFO Technologies,"Coimbatore, India",https://www.ngfot.com/,ngfot.com,2017,10-49,10-49,,False,False,False
goodfirms,sterloBuild,"Coimbatore, India",https://www.sterlobuild.com/,sterlobuild.com,2013,50-249,50-249,,False,False,False
goodfirms,Purchase Commerce,"Coimbatore, India",https://www.purchasecommerce.com,purchasecommerce.com,2014,10-49,10-49,,False,False,False
goodfirms,Primoris Systems India Pvt Ltd,"Coimbatore, India",https://www.primorissystems.com/,primorissystems.com,2015,50-249,50-249,,False,False,False
goodfirms,Innervex technologies Private limited,"Coimbatore, India",https://innervex.com/,innervex.com,2005,50-249,50-249,,False,False,False
goodfirms,Squash Apps Private Limited,"Coimbatore, India",https://squashapps.com,squashapps.com,2015,10-49,10-49,,False,False,False
goodfirms,viswatechnologysolution,"Coimbatore, India",https://viswatechnologysolutions.com,viswatechnologysolutions.com,2021,10-49,10-49,,False,False,False
goodfirms,Eron Techno Solutions Pvt Ltd,"Coimbatore, India",https://www.erontechnosolutions.com/,erontechnosolutions.com,2012,10-49,10-49,,False,False,False
goodfirms,SVR Global Solutions,"Coimbatore, India",http://www.svrglobalsolutions.com,svrglobalsolutions.com,,,,,True,False,False
goodfirms,PM Square Soft Services Private Limited,"Coimbatore, India",https://www.pmsquaresoft.com,pmsquaresoft.com,2011,10-49,10-49,,False,False,False
goodfirms,Katomaran Technologies,"Coimbatore, India",https://www.katomaran.com/services/web-application-development,katomaran.com,2018,10-49,10-49,,False,False,False
goodfirms,ProPlus Logics,"Coimbatore, India",https://www.propluslogics.com/,propluslogics.com,2012,10-49,10-49,,False,False,False
goodfirms,Brainak,"Coimbatore, India",http://www.brainak.com/,brainak.com,2016,10-49,10-49,,False,False,False
goodfirms+nasscom,Sparkout Tech Solutions,"Coimbatore, India",https://www.sparkouttech.com,sparkouttech.com,2016,50-249,50-249,,False,False,False
goodfirms,MS IT PARK,"Coimbatore, India",https://msitpark.org/,msitpark.org,2020,10-49,10-49,,False,False,False
goodfirms,Webnox software,"Coimbatore, India",https://webnoxsoftware.com/,webnoxsoftware.com,2006,50-249,50-249,,False,False,False
goodfirms,Harvee Designs,"Coimbatore, India",https://www.harveedesigns.com,harveedesigns.com,2014,10-49,10-49,,False,False,False
goodfirms,UCFER,"Coimbatore, India",https://ucfer.in,ucfer.in,2015,10-49,10-49,,False,False,False
goodfirms,uSiS Technologies Private Limited,"Coimbatore, India",https://usistech.com,usistech.com,2007,10-49,10-49,,False,False,False
goodfirms,Boolean and Beyond,"Coimbatore, India",https://booleanbeyond.com,booleanbeyond.com,2017,10-49,10-49,,False,False,False
goodfirms,PROBESEVEN,"Coimbatore, India",http://www.probeseven.com/,probeseven.com,2006,10-49,10-49,,False,False,False
goodfirms,latlontechnologies,"Coimbatore, India",http://www.latlontechnologies.com,latlontechnologies.com,2017,10-49,10-49,,False,False,False
goodfirms,Point Perfect Technology Solutions,"Coimbatore, India",https://www.pptssolutions.com/,pptssolutions.com,2001,50-249,50-249,,False,False,False
goodfirms,idreamdevelopers,"Coimbatore, India",http://www.idreamdevelopers.com,idreamdevelopers.com,2008,10-49,10-49,,False,False,False
goodfirms,MindMade Technologies,"Coimbatore, India",https://mindmade.in/,mindmade.in,2011,50-249,50-249,,False,False,False
goodfirms,Infinit Solutions - Custom Software & Digital,"Coimbatore, India",https://infinitsolutions.in/,infinitsolutions.in,2011,10-49,10-49,,False,False,False
goodfirms,TechBumbles,"Coimbatore, India",https://www.techbumbles.com,techbumbles.com,2019,10-49,10-49,,False,False,False
goodfirms,Qono Technologies Pvt Ltd,"Coimbatore, India",https://qonotech.com/,qonotech.com,2014,10-49,10-49,,False,False,False
goodfirms+nasscom,Ceiyone Tech Works Private Limited,"Coimbatore, India",https://ceiyone.com/,ceiyone.com,2017,50-249,50-249,,False,False,False
goodfirms,a Cosmic Realm,"Coimbatore, India",https://www.acosmicrealm.in,acosmicrealm.in,2011,10-49,10-49,,False,False,False
goodfirms,Praathee Media Pvt. Limited,"Coimbatore, India",http://praathee.com,praathee.com,2017,10-49,10-49,,False,False,False
goodfirms,Indsys Holdings,"Coimbatore, India",https://indsysholdings.com/,indsysholdings.com,2019,10-49,10-49,,False,False,False
goodfirms,Appsinai Private Limited,"Coimbatore, India",https://appsin.ai/,appsin.ai,2017,10-49,10-49,,False,False,False
goodfirms,RECIPROCAL VENTURES PRIVATE LIMITED,"Coimbatore, India",https://thereciprocalsolutions.com/,thereciprocalsolutions.com,2020,10-49,10-49,,False,False,False
goodfirms,WEBMAC,"Coimbatore, India",https://webmac.net,webmac.net,2020,10-49,10-49,,False,False,False
goodfirms,Agnitio Systems,"Coimbatore, India",http://www.agnitio-systems.com/,agnitio-systems.com,2012,10-49,10-49,,False,False,False
goodfirms,Mazenet Technologies,"Coimbatore, India",https://mazenettech.in/website-development/,mazenettech.in,2000,250+,250+,,False,True,False
goodfirms,Digital Garage,"Coimbatore, India",https://digital-garage.in/,digital-garage.in,2023,10-49,10-49,,False,False,False
goodfirms,Blazon,"Coimbatore, India",https://blazon.in/,blazon.in,2007,10-49,10-49,,False,False,False
goodfirms,Webkathir software solutions pvt ltd,"Coimbatore, India",http://webkathir.com/,webkathir.com,2010,10-49,10-49,,False,False,False
goodfirms,Teplar Solutions,"Coimbatore, India",https://www.teplar.com,teplar.com,2017,10-49,10-49,,False,False,False
goodfirms,Cloudi5 Technologies,"Coimbatore, India",https://www.cloudi5.com,cloudi5.com,2017,10-49,10-49,,False,False,False
goodfirms,Blazingcoders,"Coimbatore, India",https://blazingcoders.com/,blazingcoders.com,,10-49,10-49,,False,False,False
goodfirms,Reno Infomatics,"Coimbatore, India",http://www.renoinfomatics.com/,renoinfomatics.com,,50-249,50-249,,False,False,False
goodfirms,Rnd Softech Private Limited,"Coimbatore, India",https://www.rndsoftech.com/software.html,rndsoftech.com,1999,10-49,10-49,,False,False,False
goodfirms,ANGLER Technologies India Pvt Ltd,"Coimbatore, India",https://www.angleritech.com/,angleritech.com,2004,50-249,50-249,,False,False,False
goodfirms,KPK Technology,"Coimbatore, India",https://kpktechnology.com/,kpktechnology.com,2018,10-49,10-49,,False,False,False
goodfirms,SolutionChamps Technologies,"Coimbatore, India",https://solutionchamps.com/,solutionchamps.com,2016,50-249,50-249,,False,False,False
goodfirms,123tws,"Coimbatore, India",https://www.webdesign.123coimbatore.com,123coimbatore.com,2010,50-249,50-249,,False,False,False
goodfirms,Aagnia Technologies,"Coimbatore, India",https://www.aagnia.com/,aagnia.com,2016,10-49,10-49,,False,False,False
goodfirms,Kasadara Technology Solutions Pvt Ltd,"Coimbatore, India",https://kasadara.com/,kasadara.com,2017,50-249,50-249,,False,False,False
goodfirms,GoldenAxe Technology Solutions,"Coimbatore, India",https://www.goldenaxe.io/,goldenaxe.io,2018,10-49,10-49,,False,False,False
goodfirms,ToCyber Technologies,"Coimbatore, India",https://www.tocyber.co/contact.php,tocyber.co,2013,10-49,10-49,,False,False,False
goodfirms+nasscom,KGiSL,"Coimbatore, India",https://www.kgisl.com/,kgisl.com,,250+,250+,,False,True,False
goodfirms,ICore Software Technologies,"Coimbatore, India",https://www.icore.net.in/,icore.net.in,2010,10-49,10-49,,False,False,False
goodfirms,Shriasys,"Coimbatore, India",https://www.shriasys.com,shriasys.com,2002,10-49,10-49,,False,False,False
goodfirms+nasscom,"Cabot Technology Solutions, Inc","Kochi, India",http://www.cabotsolutions.com,cabotsolutions.com,2006,50-249,50-249,,False,False,False
goodfirms,BIGFORMULA Solutions,"Kochi, India",https://www.bigformula.com,bigformula.com,2019,10-49,10-49,,False,False,False
goodfirms,BrotoTech,"Kochi, India",https://brototech.com/,brototech.com,2020,10-49,10-49,,False,False,False
goodfirms+nasscom,Fingent,"Kochi, India",https://www.fingent.com,fingent.com,2003,250+,250+,,False,True,False
goodfirms,Orangedice Solutions FZC LLC,"Kochi, India",https://www.orangedice.ae,orangedice.ae,2010,10-49,10-49,,False,False,False
goodfirms+nasscom,AlignMinds Technologies,"Kochi, India",https://alignminds.com/,alignminds.com,2009,50-249,50-249,,False,False,False
goodfirms,YellowFish Digital Innovations,"Kochi, India",https://yellowfish.in/,yellowfish.in,2016,10-49,10-49,,False,False,False
goodfirms,Metric Tree Labs,"Kochi, India",https://metrictreelabs.com/,metrictreelabs.com,2016,50-249,50-249,,False,False,False
goodfirms,Seguro Technologies,"Kochi, India",http://www.segurotechnologies.com,segurotechnologies.com,2010,10-49,10-49,,False,False,False
goodfirms,SayOne Technologies,"Kochi, India",https://www.sayonetech.com/,sayonetech.com,2011,50-249,50-249,,False,False,False
goodfirms,mDrift Technologies,"Kochi, India",http://mdrift.com/,mdrift.com,2013,10-49,10-49,,False,False,False
goodfirms,elint AI,"Kochi, India",https://www.elint.in/,elint.in,2022,10-49,10-49,,False,False,False
goodfirms,Techsoft Web Solutions,"Kochi, India",http://www.techsoftweb.com/,techsoftweb.com,2007,10-49,10-49,,False,False,False
goodfirms,Cerebron Technolabz,"Kochi, India",https://cerebrontechnolabz.com/,cerebrontechnolabz.com,2014,10-49,10-49,,False,False,False
goodfirms,Lanware Solutions,"Kochi, India",https://lanwaresolutions.com/,lanwaresolutions.com,2013,10-49,10-49,,False,False,False
goodfirms+nasscom,iLeaf Solutions Pvt Ltd,"Kochi, India",http://www.ileafsolutions.com/,ileafsolutions.com,2007,50-249,50-249,,False,False,False
goodfirms,SparkSupport Pvt Ltd,"Kochi, India",https://sparksupport.com/,sparksupport.com,2005,50-249,50-249,,False,False,False
goodfirms,CENTRE SOURCE,"Kochi, India",https://www.centresource.in/,centresource.in,2018,10-49,10-49,,False,False,False
goodfirms,Magiccodz Software Solutions,"Kochi, India",http://www.magiccodz.com/,magiccodz.com,2010,10-49,10-49,,False,False,False
goodfirms,Inciem,"Kochi, India",https://inciem.com/,inciem.com,,50-249,50-249,,False,False,False
goodfirms,HTIC Global,"Kochi, India",https://hticglobal.com/,hticglobal.com,,250+,250+,,False,True,False
goodfirms,Acube Innovations Pvt Ltd,"Kochi, India",http://acubeinnovations.com,acubeinnovations.com,2011,10-49,10-49,,False,False,False
goodfirms,Dazeworks Technologies,"Kochi, India",https://dazeworks.com/,dazeworks.com,2015,50-249,50-249,,False,False,False
goodfirms,PiServe,"Kochi, India",https://piserve.com/,piserve.com,2011,50-249,50-249,,False,False,False
goodfirms,Esight Business Solutions,"Kochi, India",https://esightsolutions.com/,esightsolutions.com,2017,10-49,10-49,,False,False,False
goodfirms+nasscom,Citrus Informatics,"Kochi, India",https://www.citrusinformatics.com,citrusinformatics.com,2010,250+,250+,,False,True,False
goodfirms,RootRace Software Solutions Pvt Ltd,"Kochi, India",https://www.rootracesolutions.com/,rootracesolutions.com,2014,10-49,10-49,,False,False,False
goodfirms,Phases,"Kochi, India",https://phases.io,phases.io,2011,50-249,50-249,,False,False,False
goodfirms,Vafion,"Kochi, India",https://vafion.com/,vafion.com,2017,10-49,10-49,,False,False,False
goodfirms,Xynosoft Solutions,"Kochi, India",https://www.xynosoft.com/,xynosoft.com,2019,10-49,10-49,,False,False,False
goodfirms,TechTaliya Informatics Pvt. Ltd.,"Kochi, India",https://www.techtaliya.com/,techtaliya.com,,50-249,50-249,,False,False,False
goodfirms,CVS Info Solutions Private limited,"Kochi, India",https://www.cvsinfosolutions.com/,cvsinfosolutions.com,2016,10-49,10-49,,False,False,False
goodfirms,UFS Technologies Pvt. Ltd.,"Kochi, India",https://ufstechnologies.com/,ufstechnologies.com,2009,10-49,10-49,,False,False,False
goodfirms,Cedar Software Technologies Kochi,"Kochi, India",https://www.cedarsofttech.com/,cedarsofttech.com,2009,10-49,10-49,,False,False,False
goodfirms,Sreyas IT Solutions Pvt Ltd,"Kochi, India",https://www.sreyas.com,sreyas.com,2010,10-49,10-49,,False,False,False
goodfirms,Avondae Technologies Pvt Ltd,"Kochi, India",https://www.avondae.com,avondae.com,2013,10-49,10-49,,False,False,False
goodfirms,Blue Horizon Infotech,"Kochi, India",http://bluehorizoninfotech.com/,bluehorizoninfotech.com,2011,10-49,10-49,,False,False,False
goodfirms,WebCastle,"Kochi, India",https://webcastletech.com/,webcastletech.com,2008,50-249,50-249,,False,False,False
goodfirms,NetVenture Digital Solutions Pvt. Ltd.,"Kochi, India",https://www.netventure.in/,netventure.in,2005,50-249,50-249,,False,False,False
goodfirms,Spectrum Softech Solutions Pvt. Ltd,"Kochi, India",https://www.spectrum.net.in/,spectrum.net.in,1998,10-49,10-49,,False,False,False
goodfirms,Undaku,"Kochi, India",https://www.undaku.com,undaku.com,2021,10-49,10-49,,False,False,False
goodfirms,Thomsun Infocare LLP,"Kochi, India",https://thomsuninfocare.com/,thomsuninfocare.com,2017,50-249,50-249,,False,False,False
goodfirms,TGH Tech,"Kochi, India",https://www.tghtech.com/,tghtech.com,2021,10-49,10-49,,False,False,False
goodfirms,HashRoot Technologies,"Kochi, India",https://www.hashroot.com/,hashroot.com,2009,50-249,50-249,,False,False,False
goodfirms+nasscom,Spawoz Technologies Pvt. Ltd,"Kochi, India",https://www.spawoz.com/,spawoz.com,2016,50-249,50-249,,False,False,False
goodfirms,Codelynks Software Solutions,"Kochi, India",https://codelynks.com/,codelynks.com,2013,50-249,50-249,,False,False,False
goodfirms,Cybexel Technologies Private Limited,"Kochi, India",https://cybexel.com/,cybexel.com,2022,50-249,50-249,,False,False,False
goodfirms,PIT Solutions,"Kochi, India",https://www.pitsolutions.com/,pitsolutions.com,2000,250+,250+,,False,True,False
goodfirms,InnoMind Technologies,"Kochi, India",http://www.innomindtech.com,innomindtech.com,2011,10-49,10-49,,False,False,False
goodfirms,Techware Solution,"Kochi, India",https://www.techware.co.in,techware.co.in,2007,10-49,10-49,,False,False,False
goodfirms,Winfy Software,"Kochi, India",http://www.winfysoftware.com/,winfysoftware.com,2015,10-49,10-49,,False,False,False
goodfirms,Inventh,"Kochi, India",http://www.inventh.com/,inventh.com,2015,10-49,10-49,,False,False,False
goodfirms,One Team US,"Kochi, India",https://oneteam.us/,oneteam.us,,50-249,50-249,,False,False,False
goodfirms,SupportMonk,"Kochi, India",https://supportmonk.com,supportmonk.com,2007,50-249,50-249,,False,False,False
goodfirms,Toobler Technologies,"Kochi, India",https://www.toobler.com/,toobler.com,2008,50-249,50-249,,False,False,False
goodfirms+nasscom,VIPoint,"Kochi, India",https://vipointsolutions.net/,vipointsolutions.net,2008,50-249,50-249,,False,False,False
goodfirms,Zweck Infotech Pvt Ltd,"Kochi, India",https://zweck.io/,zweck.io,2018,10-49,10-49,,False,False,False
goodfirms,Mimoto Technologies,"Kochi, India",https://mimototech.in/,mimototech.in,2022,10-49,10-49,,False,False,False
goodfirms,FEATHERSOFT INFO SOLUTIONS,"Kochi, India",https://www.feathersoft.com/,feathersoft.com,2005,250+,250+,,False,True,False
goodfirms,KENPRIMO,"Kochi, India",https://kenprimo.com/index.php,kenprimo.com,2014,10-49,10-49,,False,False,False
goodfirms,Codecloud Labs,"Kochi, India",https://codecl.com,codecl.com,2007,10-49,10-49,,False,False,False
goodfirms,White Cloud Info Tech,"Kochi, India",https://www.whitecloudipl.com/,whitecloudipl.com,2009,50-249,50-249,,False,False,False
goodfirms,Haatch Interactive,"Kochi, India",https://haatchinteractive.com,haatchinteractive.com,2019,10-49,10-49,,False,False,False
goodfirms,Unico Connect,"Mumbai, India",https://unicoconnect.com/services/ai-development?utm_source=Goodfirms&utm_medium=referral,unicoconnect.com,2014,50-249,50-249,,False,False,False
goodfirms+nasscom,Softlabs Group,"Mumbai, India",https://www.softlabsgroup.com/,softlabsgroup.com,2003,50-249,50-249,,False,False,False
goodfirms,Deuex Solutions Pvt. Ltd.,"Mumbai, India",https://deuexsolutions.com/,deuexsolutions.com,2018,50-249,50-249,,False,False,False
goodfirms,Miracuves Solution,"Mumbai, India",https://miracuves.com/,miracuves.com,2010,50-249,50-249,,False,False,False
goodfirms,Keen Solution,"Mumbai, India",http://www.keensolution.in,keensolution.in,2020,50-249,50-249,,False,False,False
goodfirms,Xanthus Innovations,"Mumbai, India",http://www.xanthus.in,xanthus.in,2015,10-49,10-49,,False,False,False
goodfirms,Exavibes Services Private Limited,"Mumbai, India",https://www.exavibes.com,exavibes.com,2017,10-49,10-49,,False,False,False
goodfirms,techunido.com,"Mumbai, India",http://techunido.com/,techunido.com,2012,10-49,10-49,,False,False,False
goodfirms,WovVTech,"Mumbai, India",https://wovvtech.com/,wovvtech.com,2016,50-249,50-249,,False,False,False
goodfirms,Ascenwork Technology,"Mumbai, India",https://www.ascenwork.com,ascenwork.com,2015,10-49,10-49,,False,False,False
goodfirms,Goldenmace IT Solutions,"Mumbai, India",http://goldenmace.com/,goldenmace.com,2012,10-49,10-49,,False,False,False
goodfirms,Mypcot Infotech Private Limited,"Mumbai, India",https://www.mypcot.com,mypcot.com,2017,10-49,10-49,,False,False,False
goodfirms,"ADe Technologies, Inc.","Mumbai, India",http://www.ade-technologies.com,ade-technologies.com,2003,50-249,50-249,,False,False,False
goodfirms,Cloudesign Technology Solutions LLP,"Mumbai, India",https://www.cloudesign.com/,cloudesign.com,2016,50-249,50-249,,False,False,False
goodfirms,Iqra Technology,"Mumbai, India",https://iqratechnology.com/,iqratechnology.com,2016,50-249,50-249,,False,False,False
goodfirms,Code-B Solutions,"Mumbai, India",https://code-b.dev/,code-b.dev,2018,50-249,50-249,,False,False,False
goodfirms,Rococo Consultant Pvt. Ltd,"Mumbai, India",http://www.rococoindia.com,rococoindia.com,2015,10-49,10-49,,False,False,False
goodfirms,Idyllic Software,"Mumbai, India",https://idyllic.co/,idyllic.co,2010,50-249,50-249,,False,False,False
goodfirms,INCI Tech LLP,"Mumbai, India",https://www.incitech.com/,incitech.com,2010,10-49,10-49,,False,False,False
goodfirms,Webiknows IT Solutions Pvt Ltd,"Mumbai, India",https://webiknows.com/,webiknows.com,2018,10-49,10-49,,False,False,False
goodfirms,Web Development India,"Mumbai, India",http://www.webdevelopmentindia.biz/,webdevelopmentindia.biz,2014,10-49,10-49,,False,False,False
