status,company,domain,city,score,reason_or_rank,lead_source,owner,deal_id
Tier-B reserve (active),EonixTech Solutions,eonixinfotech.com,"Ahmedabad, India",30,rank 2191,,,
Tier-B reserve (active),Diffiter,diffiter.com,"Ahmedabad, India",30,rank 2197,,,
Tier-B reserve (active),Pranshtech Solutions,pranshtech.com,"Ahmedabad, India",30,rank 2200,,,
Tier-B reserve (active),Meru Technosoft Private Limited,merufintech.com,Ahmedabad,30,rank 2209,,,
Tier-B reserve (active),MareLab Services,marelab.in,"Surat, India",30,rank 2217,,,
Tier-B reserve (active),Softsource Technolabs,softsourcetech.com,"Ahmedabad, India",27,rank 2223,,,
Tier-B reserve (active),Octos Global Solutions,octosglobal.com,"Ahmedabad, India",27,rank 2224,,,
Tier-B reserve (active),Techerudite,techerudite.com,"Ahmedabad, India",27,rank 2228,,,
Tier-B reserve (active),Infovium web scraping services,infoviumwebscraping.com,"Ahmedabad, India",27,rank 2238,,,
Tier-B reserve (active),Panth Softech,panthsoftech.com,"Ahmedabad, India",27,rank 2242,,,
Tier-B reserve (active),Autotroph Infotech,autotrophit.com,"Surat, India",25,rank 2251,,,
Tier-B reserve (active),E2logy Software Solutions Pvt. Ltd.,e2logy.com,"Ahmedabad, India",25,rank 2255,,,
Tier-B reserve (active),Braincuber Technologies,braincuber.com,"Surat, India",25,rank 2265,,,
Tier-B reserve (active),Ionic Solutions,ionicsolutions.in,"Surat, India",25,rank 2273,,,
Tier-B reserve (active),Aim2Door Solutions Pvt. Ltd.,aim2door.com,"Ahmedabad, India",25,rank 2274,,,
Tier-B reserve (active),Beyondsy Solutions LLP,beyondsysolutions.com,"Ahmedabad, India",25,rank 2278,,,
Tier-B reserve (active),Redkite Network LLP,redkitenetwork.net,"Ahmedabad, India",25,rank 2284,,,
Tier-B reserve (active),Craxus Software Solutions Pvt. Ltd.,craxus.com,"Surat, India",25,rank 2286,,,
Tier-B reserve (active),Ciphernutz IT Services,ciphernutz.com,"Surat, India",25,rank 2303,,,
Tier-B reserve (active),Multiminds Technology,multimindstech.com,"Ahmedabad, India",25,rank 2306,,,
Tier-B reserve (active),Idea2Code Infotech LLP,idea2codeinfotech.com,"Surat, India",25,rank 2308,,,
Tier-B reserve (active),Skyllect Private Limited,skyllect.com,"Surat, India",25,rank 2316,,,
Tier-B reserve (active),Semicolon Solution,semicolonsolution.com,"Surat, India",25,rank 2318,,,
Tier-B reserve (active),Delemont Studio,delemontstudio.com,"Surat, India",25,rank 2321,,,
Tier-B reserve (active),Stackholic Infotech,stackholic.com,"Surat, India",25,rank 2334,,,
Tier-B reserve (active),Sheerbit Technologies,sheerbit.com,"Ahmedabad, India",25,rank 2349,,,
Tier-B reserve (active),GrowIdeas Innovations,growideasinnovations.com,"Ahmedabad, India",25,rank 2351,,,
Tier-B reserve (active),Tenzed Tech LLP,tenzed.com,"Surat, India",25,rank 2365,,,
Tier-B reserve (active),Pandit Deendayal Energy University,pdeu.ac.in,Gandhinagar,25,rank 2367,,,
Tier-B reserve (active),Aubergine Solutions Private Limited,auberginesolutions.com,Ahmedabad,25,rank 2387,,,
Tier-B reserve (active),AmCodr IT Solutions Pvt. Ltd.,amcodr.com,"Ahmedabad, India",25,rank 2402,,,
Tier-B reserve (active),FiibixTech Solutions,fiibix.com,"Ahmedabad, India",25,rank 2403,,,
Tier-B reserve (active),Infigrid Solutions,infigridsolutions.com,"Ahmedabad, India",25,rank 2404,,,
Tier-B reserve (active),iTechCloud Solution,itechcloudsolution.com,"Surat, India",25,rank 2418,,,
Tier-B reserve (active),Aviasole Technologies,aviasole.com,"Vadodara, India",25,rank 2420,,,
Tier-B reserve (active),Artik Infotech,artikinfotech.com,"Surat, India",25,rank 2422,,,
Tier-B reserve (active),Flexion Infotech Pvt Ltd,flexioninfotech.com,"Surat, India",25,rank 2435,,,
Tier-B reserve (active),Rennova IT Solutions,rennovaitsolutions.com,"Ahmedabad, India",25,rank 2436,,,
Tier-B reserve (active),Digitruction,digitruction.com,"Surat, India",25,rank 2437,,,
Tier-B reserve (active),Interaction Labs,interactionlabs.net,"Ahmedabad, India",25,rank 2440,,,
Tier-B reserve (active),DevKrutiTech,devkrutitech.com,"Vadodara, India",25,rank 2441,,,
Tier-B reserve (active),FrontbIT Solutions,frontbitsolutions.com,"Surat, India",25,rank 2443,,,
Tier-B reserve (active),Maruti InfoSoft,marutiinfosoft.com,"Surat, India",25,rank 2446,,,
Tier-B reserve (active),StackNyu,stacknyu.com,"Vadodara, India",25,rank 2448,,,
Tier-B reserve (active),Kryoverse Innovations,kryoverse.com,"Surat, India",25,rank 2469,,,
Tier-B reserve (active),Alkmen Infotech,alkmeninfotech.in,"Surat, India",25,rank 2474,,,
Tier-B reserve (active),Acquisy Solutions Private Limited,acquisysolutions.com,Ahmedabad,25,rank 2488,,,
Tier-B reserve (active),BitGreen Technolabz (OPC) Private Limited,bitgreentechnolabz.com,Gandhinagar,25,rank 2495,,,
Tier-B reserve (active),Atlas Primary India Private Limited,atlasprimary.io,Ahmedabad,25,rank 2500,,,
Tier-B reserve (active),Gurully Technologies LLP,gurully.com,"Ahmedabad, India",25,rank 2519,,,
Tier-B reserve (active),Tripearltech Private Limited,tripearltech.com,"Ahmedabad, India",25,rank 2527,,,
Tier-B reserve (active),Stockfish Technology,stockfish.app,"Ahmedabad, India",25,rank 2535,,,
Tier-B reserve (active),Artrue Infotech,artrueinfotech.com,"Surat, India",25,rank 2536,,,
Tier-B reserve (active),Helmsman Consultancy,helmsman.in,"Ahmedabad, India",25,rank 2541,,,
Tier-B reserve (active),Concept System Solutions,consyssol.com,"Vadodara, India",25,rank 2545,,,
Tier-B reserve (active),Regal Streaming Solution,regalstreamingsolutions.com,"Ahmedabad, India",25,rank 2552,,,
Tier-B reserve (active),kukami technology,kukamitechnology.com,"Surat, India",25,rank 2555,,,
Tier-B reserve (active),Xillentech,xillentech.com,"Ahmedabad, India",25,rank 2556,,,
Tier-B reserve (active),RealWay Aura,realwayaura.com,"Ahmedabad, India",25,rank 2560,,,
Tier-B reserve (active),KM Soft,thekmsoft.com,"Surat, India",25,rank 2563,,,
Tier-B reserve (active),Bitsshadow LLP,bitsshadow.com,"Surat, India",22,rank 2573,,,
Tier-B reserve (active),ThiriSoft Consultancy Services,thirisoft.com,Ahmedabad,22,rank 2575,,,
Tier-B reserve (active),EliteEvince Technologies,eliteevince.com,"Ahmedabad, India",22,rank 2604,,,
Tier-B reserve (active),Profusion Systems,profusionsystems.com,"Ahmedabad, India",22,rank 2608,,,
Tier-B reserve (active),BitCoding Solutions Pvt Ltd,bitcodingsolutions.com,"Surat, India",22,rank 2622,,,
Tier-B reserve (active),Bizople Solutions Pvt. Ltd.,bizople.com,"Ahmedabad, India",22,rank 2625,,,
Tier-B reserve (active),Genextwebs Technologies,genextwebs.com,"Surat, India",22,rank 2627,,,
Tier-B reserve (active),Kintu Designs Pvt. Ltd.,kintudesigns.com,"Surat, India",22,rank 2638,,,
Tier-B reserve (active),ivinfotech,ivinfotech.in,"Ahmedabad, India",22,rank 2701,,,
Tier-B reserve (active),Slash Software,slash.software,"Vadodara, India",22,rank 2742,,,
Tier-B reserve (active),ITS Data-Solutions Pvt Ltd,itsahmedabad.com,"Ahmedabad, India",22,rank 2750,,,
Tier-B reserve (active),Pruthatech Technologies,pruthatech.com,"Ahmedabad, India",22,rank 2751,,,
Tier-B reserve (active),twoiq LLP,twoiq.com,"Ahmedabad, India",22,rank 2763,,,
Tier-B reserve (active),Uniqtech Solutions,uniqtechsolutions.com,"Vadodara, India",22,rank 2765,,,
Tier-B reserve (active),JSbot,jsbot.io,"Surat, India",20,rank 2787,,,
Tier-B reserve (active),Black Kite Technologies,blackkitetechnologies.com,"Ahmedabad, India",17,rank 2793,,,
Tier-B reserve (active),Codeflash Infotech,codeflashinfotech.com,"Ahmedabad, India",17,rank 2796,,,
Tier-B reserve (active),Hupp Technologies Pvt. Ltd.,hupp.tech,"Ahmedabad, India",15,rank 2817,,,
Tier-B reserve (active),TechRover Solutions,techrover.us,"Ahmedabad, India",15,rank 2821,,,
Tier-B reserve (active),WebservX,webservx.com,"Ahmedabad, India",12,rank 2851,,,
Tier-B reserve (active),DIGISCULPT TECHNOLOGIES PVT. LTD,digisculpt.in,"Vadodara, India",12,rank 2867,,,
Tier-B reserve (active),TechStaunch,techstaunch.com,"Surat, India",12,rank 2871,,,
Tier-B reserve (active),Mig Arch,migarch.in,"Vadodara, India",12,rank 2928,,,
Tier-B reserve (active),Tecblic,tecblic.com,"Ahmedabad, India",12,rank 2933,,,
Tier-B reserve (active),BrainStream Technolabs Private Limited,brainstream.tech,"Ahmedabad, India",12,rank 2935,,,
Tier-B reserve (active),Xelentor Technologies,xelentor.com,"Ahmedabad, India",12,rank 2936,,,
Tier-B reserve (active),Infostork Technolabs,infostork.com,"Ahmedabad, India",12,rank 2942,,,
Tier-B reserve (active),BeBetterr Technologies,bebetterr.com,"Ahmedabad, India",12,rank 2946,,,
Tier-B reserve (active),Unizoy,unizoy.com,"Surat, India",12,rank 2951,,,
Tier-B reserve (active),ELITIST SOFTWARE SOLUTIONS LLP,3elitist.com,"Surat, India",12,rank 2955,,,
Tier-B reserve (active),MunchTechnoZ,munchtechnoz.com,"Ahmedabad, India",12,rank 2957,,,
Tier-B reserve (active),Vedx Solutions Pvt ltd,vedxsolution.com,"Vadodara, India",10,rank 2960,,,
Tier-B reserve (active),Adani GCC Private Limited,adani.com,Ahmedabad,10,rank 2962,,,
Tier-B reserve (active),Dezdok,dezdok.com,"Ahmedabad, India",10,rank 2971,,,
Tier-B reserve (active),Digiflux Technologies Private Limited,digiflux.io,"Vadodara, India",10,rank 2978,,,
Tier-B reserve (active),Techventrix,techventrix.com,"Surat, India",5,rank 2990,,,
Tier-B reserve (active),Mewurk Technologies Private Limited,mewurk.com,"Ahmedabad, India",5,rank 2991,,,
Tier-B reserve (active),Aascent InfoSolutions,aascentinfo.solutions,"Ahmedabad, India",5,rank 3002,,,
Tier-B reserve (active),BLACKBUGS TECHNOLOGIES LLP,blackbugs.in,"Surat, India",5,rank 3004,,,
Tier-B reserve (active),kash info solutions pvt Ltd.,kashinfosolutions.com,"Surat, India",5,rank 3006,,,
Tier-B reserve (active),Modern Ballistic Solutions Private Limited,mbsglobal.io,Ahmedabad,5,rank 3047,,,
Tier-B reserve (active),Appmena,appmena.digital,"Ahmedabad, India",5,rank 3052,,,
Tier-B reserve (active),SNB Innovations,snbinnovations.io,"Ahmedabad, India",0,rank 3069,,,
Tier-B reserve (active),eDelta Technologies,edeltacorp.com,"Surat, India",0,rank 3070,,,
Tier-B reserve (active),OpuloTech,opulotech.com,"Surat, India",0,rank 3072,,,
Tier-B reserve (active),Prognos Labs,prognoslabs.ai,"Ahmedabad, India",0,rank 3076,,,
Tier-B reserve (active),Nexotips Infotech,nexotips.com.au,"Surat, India",0,rank 3078,,,
Tier-B reserve (active),Tech Kodainya,techkodainya.com,"Ahmedabad, India",0,rank 3088,,,
Tier-B reserve (active),CODER DEVISE,coderdevise.com,"Surat, India",0,rank 3089,,,
Whale (excluded per standing instruction),Vatsal Technosoft,vatsaltechnosoft.com,"Ahmedabad, India",100,rank 1,,,
Whale (excluded per standing instruction),Ascendum Solutions,ascendum.com,"Ahmedabad, India",65,rank 13,,,
Whale (excluded per standing instruction),La Net Team Software Solution,lanetteam.com,"Surat, India",65,rank 17,,,
Whale (excluded per standing instruction),MindInventory,mindinventory.com,"Ahmedabad, India",65,rank 19,,,
Whale (excluded per standing instruction),IndiaNIC,indianic.com,"Ahmedabad, India",55,rank 28,,,
REJECTED — not actionable,Vrinsoft Technology,vrinsofts.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,SPEC INDIA,spec-india.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Hidden Brains InfoTech,hiddenbrains.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,The One Technologies,theonetechnologies.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Brilworks Software,brilworks.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Maruti Techlabs,goo.gl,"Ahmedabad, India",,,,,
REJECTED — not actionable,Simform,simform.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Shaligram Infotech,shaligraminfotech.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,CMARIX,cmarix.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Fusion Informatics Limited,fusioninformatics.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Bytes Technolab Inc.,bytestechnolab.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Technostacks,technostacks.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Technource,technource.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,AIS Pvt Ltd,ainfosolutions.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Addon Solutions Pvt Ltd.,addonsolutions.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Browseinfo,browseinfo.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Cybernative Technologies Pvt. Ltd.,cybernativetech.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Aglowid It Solutions,aglowiditsolutions.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Biztech Consulting & Solutions,biztechcs.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,9series Inc,9series.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Aktiv Software,aktivsoftware.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Moon Technolabs Pvt Ltd,moontechnolabs.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Arvaan Technolab,arvaantechnolab.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Dash Technologies,dashtechinc.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Ace Infoway,aceinfoway.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Commerce Pundit,commercepundit.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Aavatto,aavatto.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Bacancy Technology,bacancytechnology.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Brainerhub,brainerhub.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Codezeros,codezeros.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Codal,codal.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Tridhya Tech Ltd,tridhyatech.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Alliedge Technologies Pvt Ltd,alliedge.in,"Ahmedabad, India",,,,,
REJECTED — not actionable,Appsvolt,appsvolt.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,eBizTrait Technolabs Pvt Ltd,ebiztrait.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Ecosmob Technologies Pvt. Ltd.,ecosmob.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,fxis.ai,fxis.ai,"Ahmedabad, India",,,,,
REJECTED — not actionable,smartSense Consulting Solutions Pvt. Ltd.,smartsensesolutions.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Briskstar Technologies,briskstar.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Techify Solutions Pvt Ltd,techifysolutions.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,7Span,7span.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Accusol,accusol.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,eQuest Solutions,equestsolutions.net,"Ahmedabad, India",,,,,
REJECTED — not actionable,Gujarat Infotech Limited,gujaratinfotech.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,NexusLink Services India Pvt Ltd,nexuslinkservices.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Orange Technolab Pvt Ltd,orangetechnolab.net,"Ahmedabad, India",,,,,
REJECTED — not actionable,Blobstation,blobstation.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Logic Wind,logicwind.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,AirOxa Innovative Solutions,airoxa.in,"Ahmedabad, India",,,,,
REJECTED — not actionable,Ecleva Pvt Ltd,ecleva.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,AgileCube Technologies,agilecube.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Codzgarage Infotech,codzgarage.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Communication Crafts,communicationcrafts.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Mangalam Infotech,mangalaminfotech.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Perigeon Software,perigeon.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Atharva System,atharvasystem.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,DataCrops Software Pvt. Ltd.,datacrops.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Notionmind,notionmind.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Narola Infotech,narolainfotech.com,"Surat, India",,,,,
REJECTED — not actionable,Differenz System,differenzsystem.com,"Surat, India",,,,,
REJECTED — not actionable,Adsum Originator LLP,adsumoriginator.com,"Surat, India",,,,,
REJECTED — not actionable,Foogle Tech Software,foogletech.com,"Surat, India",,,,,
REJECTED — not actionable,Arham Web Works,arhamwebworks.com,"Surat, India",,,,,
REJECTED — not actionable,EnactOn Technologies Private Limited,enacton.com,"Surat, India",,,,,
REJECTED — not actionable,CREST Infosystems Pvt Ltd,crestinfosystems.com,"Surat, India",,,,,
REJECTED — not actionable,DI Solutions,disolutions.net,"Surat, India",,,,,
REJECTED — not actionable,Vision Infotech,visioninfotech.net,"Surat, India",,,,,
REJECTED — not actionable,Dignizant Technologies LLP,dignizant.com,"Surat, India",,,,,
REJECTED — not actionable,3ELIXIR SOLUTIONS,3elixir.com,"Surat, India",,,,,
REJECTED — not actionable,Vasundhara Infotech,vasundhara.io,"Surat, India",,,,,
REJECTED — not actionable,Bigscal Technologies Pvt Ltd,bigscal.com,"Surat, India",,,,,
REJECTED — not actionable,Artoon Solutions,artoonsolutions.com,"Surat, India",,,,,
REJECTED — not actionable,Rishabh Software,rishabhsoft.com,"Vadodara, India",,,,,
REJECTED — not actionable,Arth Technology,arthtechnology.com,"Vadodara, India",,,,,
REJECTED — not actionable,Dreams Design,dreamsdesign.in,"Vadodara, India",,,,,
REJECTED — not actionable,Ample Websol,amplewebsol.com,"Vadodara, India",,,,,
REJECTED — not actionable,Zylitix Solutions LLP,zylitix.ai,Ahmedabad,,,,,
REJECTED — not actionable,Synconics Technologies Private Limited,synconics.com,Ahmedabad,,,,,
REJECTED — not actionable,Inferenz Tech Private Limited,inferenz.ai,Ahmedabad,,,,,
REJECTED — not actionable,Capermint Technologies Private Limited,capermint.com,Ahmedabad,,,,,
REJECTED — not actionable,Cygnet Infotech Pvt Ltd,cygnet-infotech.com,Ahmedabad,,,,,
REJECTED — not actionable,Bankai Infotech Limited,bankaiinfotech.com,Ahmedabad,,,,,
REJECTED — not actionable,Netweb Software Pvt Ltd,netweb.biz,Vadodara,,,,,
REJECTED — not actionable,Dev Information Technology Limited,devitpl.com,Ahmedabad,,,,,
REJECTED — not actionable,Orange Technolab Pvt Ltd,orangewebtech.com,Ahmedabad,,,,,
REJECTED — not actionable,Rysun Labs Private Limited,rysun.com,Ahmedabad,,,,,
REJECTED — not actionable,Synoverge Technologies Private Limited,synoverge.com,Ahmedabad,,,,,
REJECTED — not actionable,Plutomen Technologies Private Limited,pluto-men.com,Ahmedabad,,,,,
REJECTED — not actionable,Divwy Technologies,divwytechnologies.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,ShoutnHike,shoutnhike.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Enstacked Technologies,enstacked.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,BRTECHNOSOFT,brtechnosoft.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,WIT Solution,witsolution.in,"Ahmedabad, India",,,,,
REJECTED — not actionable,Bonoboz,bonoboz.in,"Ahmedabad, India",,,,,
REJECTED — not actionable,SPACE STEM,spacestem.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Gandhi Technoweb Solutions,gandhitechnoweb.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,GLOBAL WEB GURU DIGITAL SERVICES PVT. LTD.,globalwebguru.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Infiniqe Marketing,infiniqemarketing.com,"Surat, India",,,,,
REJECTED — not actionable,BrandCoreInsight,brandcoreinsight.com,"Vadodara, India",,,,,
REJECTED — not actionable,CodingRippler Tech Private Ltd,codingrippler.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Krishiva Tech,krishivatech.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,DataByteWorks,databyteworks.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Appeak Technologies LLP,appeaktech.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Advik Infotech,advikinfotech.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Regur Technology Solutions,regur.net,"Ahmedabad, India",,,,,
REJECTED — not actionable,Advance Idea Modules,aimtechnolabs.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Aim Infosoft,aiminfosoft.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Avantika Infotech,avantikainfotech.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Pixeltoworld,pixeltoworld.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Wellbenix,wellbenix.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,MARKTEQ IT SOLUTIONS LLP,markteq.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,TheFinch Design,thefinch.design,"Ahmedabad, India",,,,,
REJECTED — not actionable,Prionix Technologies,prionix.io,"Ahmedabad, India",,,,,
REJECTED — not actionable,Teclogiq,teclogiq.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,LushBinary,lushbinary.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Joom Consultant,joomconsultant.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Capital Compute,capitalcompute.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Projectcode Dev,projectcode.dev,"Ahmedabad, India",,,,,
REJECTED — not actionable,Paymax Solutions,paymaxsolution.in,"Ahmedabad, India",,,,,
REJECTED — not actionable,MealPe,mealpe.app,"Ahmedabad, India",,,,,
REJECTED — not actionable,ERPDrive,erpdrive.in,"Ahmedabad, India",,,,,
REJECTED — not actionable,Scraplytics,scraplytics.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,BRAHMA TECHNOLAB,brahmatechnolab.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,OceanMNC,oceanmnc.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Techcrista Technologies LLP,techcrista.in,"Ahmedabad, India",,,,,
REJECTED — not actionable,Zestra Technologies,zestratech.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Sdreatech,sdreatech.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Future Expert,futureexpert.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,LL Technolab Pvt. Ltd.,lltechnolab.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Dynamic Edge Creative,dynamicedgecreative.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Discipline Infotech,disciplineinfotech.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,SprintCube,sprintcube.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Laxbyte Coders Pvt Ltd,laxbytecoders.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Techy Pharma LLP,techypharma.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Evyasys Software Solutions,evyasys.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Airson Software,airsonsoft.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Mysticore Infotech Private Limited,mysticore.in,"Ahmedabad, India",,,,,
REJECTED — not actionable,Vibrat SEO,vibratseo.in,"Ahmedabad, India",,,,,
REJECTED — not actionable,The Coding Buddha,thecodingbuddha.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,BS Innovate,bsinnovate.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Technoligent,technoligent.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,IT HUB TECHNOLOGY PRIVATE LIMITED,ithubtech.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,T7 HEALTHTECH PRIVATE LIMITED,t7healthtech.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Synchronized Codelab,synchronizedcodelab.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Smartway Technoway Pvt. Ltd.,smartwaytechnoway.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Hire GoHighLevel Developer,hiregohighleveldeveloper.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Cubeon Technologies,cubeontechs.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Fabninjas,fabninjas.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Fusion Softtech,fusionsofttech.co.in,"Ahmedabad, India",,,,,
REJECTED — not actionable,Premexo Tech,premexo.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,MageMinds United IT Solution PVT LTD,megamindsunited.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Finchcode Solutions LLP,finchcode.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,BrainFeed Solutions,brainfeedsolutions.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Groot Technologies,groottechnologies.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Techmetix,techmetix.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Global Software,globalsoftwares.net,"Ahmedabad, India",,,,,
REJECTED — not actionable,MindstormSoft,mindstormsoft.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Traj Infotech Pvt. Ltd.,trajinfotech.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,CodeTrenz Technologies,codetrenz.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Helios Digital Technology,heliosdigitaltechnology.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Sage Info Solutions,sageinfosolutions.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,CodingBull Technovations Pvt Ltd,codingbullz.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Divtechnosoft,divtechnosoft.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Codelix IT Solutions Pvt Ltd,codelixitsolutions.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Volcor Software,volcorsoftware.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Devlyn,devlyn.ai,"Ahmedabad, India",,,,,
REJECTED — not actionable,Coder Scotch Technologies,coderscotch.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,KNOW YOUR SOCIALS,knowyoursocials.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Violtech IT Solutions Private Limited,viol.tech,"Ahmedabad, India",,,,,
REJECTED — not actionable,Oktets Technologies,oktets.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,ZSquare Tech India Pvt. Ltd,zsquaretechindia.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Dynex Technology Solutions,vercel.app,"Ahmedabad, India",,,,,
REJECTED — not actionable,Aarya Infosmart,aaryainfosmart.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Arroact Technologies,arroact.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Stellar Minds Forge,stellarmindsforge.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,Caxtra,caxtra.com,"Ahmedabad, India",,,,,
REJECTED — not actionable,New Dynamics Technologies LLP,newdynamicstech.com,"Ahmedabad, India",,,,,
