brand_name,legal_name,cin,company_status,company_class,date_of_registration,registered_state,tier,confidence,shutdown_date,shutdown_year,sector,city,funding_usd,investors,reason,domain,dns_resolves,wayback_last_capture,dpiit_recognised,evidence_count,primary_source_url,primary_source_name,all_source_urls,rationale,prequal_total,prequal_max_possible,prequal_pct,prequal_routing,prequal_unscored,pq_funding,pq_years,pq_eng_headcount,pq_sector,pq_code_location,pq_legal_status,github_url,prequal_note
Madhur Nourishment Products LLP,MADHUR NOURISHMENT PRODUCTS LLP,AAF-6086,Under Liquidation,,2016-02-02,maharashtra,confirmed,1.0,,,,,,,,madhurnourishmentproducts.com,0,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,"IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation; site dead (liveness 0.90, NXDOMAIN)",5,5,100.0,dont_pursue_but_unscored,"funding,years,eng_headcount,sector,code_location",,,,,,5,,"Below 25, BUT 5 criteria were unscored (funding, years, eng_headcount, sector, code_location). This is a research gap, not a weak lead — resolve those before deprioritising."
HARBLA FPO FARRUKH NAGAR PRODUCER COMPANY LIMITED,HARBLA FPO FARRUKH NAGAR PRODUCER COMPANY LIMITED,U01400HR2019PTC081039,Struck Off (STK-7),Private,2019-01-01,Haryana,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-01; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HARDEN REALTY AND PROMOTERS PRIVATE LIMITED,HARDEN REALTY AND PROMOTERS PRIVATE LIMITED,U70102WB2015PTC205522,Struck Off (STK-7),Private,2015-01-01,West Bengal,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-02; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HARDIK IMPEX PRIVATE LIMITED,HARDIK IMPEX PRIVATE LIMITED,U51909DL2004PTC125594,Struck Off (STK-7),Private,2004-01-01,Delhi,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-29; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HARDSOFT DEALCOM PRIVATE LIMITED,HARDSOFT DEALCOM PRIVATE LIMITED,U51909WB2012PTC174078,Struck Off (STK-7),Private,2012-01-01,West Bengal,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-25; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HARDSOFT LEARNING CENTER PRIVATE LIMITED,HARDSOFT LEARNING CENTER PRIVATE LIMITED,U45200MH1985PTC036069,Struck Off (STK-7),Private,1985-01-01,Maharashtra,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HARENZO CHEM PRIVATE LIMITED,HARENZO CHEM PRIVATE LIMITED,U24290TG2020PTC144549,Struck Off (STK-7),Private,2020-01-01,Telangana,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-25; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HARI DHARTI ECO SOLUTIONS PRIVATE LIMITED,HARI DHARTI ECO SOLUTIONS PRIVATE LIMITED,U85191MH2015PTC269440,Struck Off (STK-7),Private,2015-01-01,Maharashtra,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HARI JEWELS PRIVATE LIMITED,HARI JEWELS PRIVATE LIMITED,U28999DL2011PTC228879,Struck Off (STK-7),Private,2011-01-01,Delhi,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-27; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HARIDWAR RISHIKESH REDEVELOPMENT COMPANY LIMITED,HARIDWAR RISHIKESH REDEVELOPMENT COMPANY LIMITED,U42209UT2023SGC016310,Struck Off (STK-7),State Govt Company,2023-01-01,Uttarakhand,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HARIPRIYA CATERERS PRIVATE LIMITED,HARIPRIYA CATERERS PRIVATE LIMITED,U74999WB2012PTC181356,Struck Off (STK-7),Private,2012-01-01,West Bengal,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-01; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HARITPARTH PRIVATE LIMITED,HARITPARTH PRIVATE LIMITED,U81300GJ2025PTC167581,Struck Off (STK-7),Private,2025-01-01,Gujarat,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HARIVIGNESH MARKETING PRIVATE LIMITED,HARIVIGNESH MARKETING PRIVATE LIMITED,U52190TN2011PTC082750,Struck Off (STK-7),Private,2011-01-01,Tamil Nadu,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-29; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HARJAASE FOOD PRODUCTS PRIVATE LIMITED,HARJAASE FOOD PRODUCTS PRIVATE LIMITED,U15490DL2020PTC372637,Struck Off (STK-7),Private,2020-01-01,Delhi,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-25; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HARMONY PACKAGING PRIVATE LIMITED,HARMONY PACKAGING PRIVATE LIMITED,U36932GJ2014PTC078502,Struck Off (STK-7),Private,2014-01-01,Gujarat,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HARMONY TOWNSHIP PRIVATE LIMITED,HARMONY TOWNSHIP PRIVATE LIMITED,U70101RJ2013PTC043046,Struck Off (STK-7),Private,2013-01-01,Rajasthan,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-02; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HARPAWAN FASHIONS PRIVATE LIMITED,HARPAWAN FASHIONS PRIVATE LIMITED,U14101DL2023PTC422277,Struck Off (STK-7),Private,2023-01-01,Delhi,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-01; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HARPAWAN IMPEX PRIVATE LIMITED,HARPAWAN IMPEX PRIVATE LIMITED,U46411DL2023PTC424055,Struck Off (STK-7),Private,2023-01-01,Delhi,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-01; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
"HARSHA PRIYA INDUSTRIAL ASSOCIATES PRIVATE
LIMITED","HARSHA PRIYA INDUSTRIAL ASSOCIATES PRIVATE
LIMITED",U52330KA2021PTC150689,Struck Off (STK-7),Private,2021-01-01,Karnataka,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2024-03-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HARSHIMA ELECTRONICS PRIVATE LIMITED,HARSHIMA ELECTRONICS PRIVATE LIMITED,U74899DL1995PTC065975,Struck Off (STK-7),Private,1995-01-01,Delhi,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-02; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
"HARSHINI PAPER PRODUCTS (OPC) PRIVATE
LIMITED","HARSHINI PAPER PRODUCTS (OPC) PRIVATE
LIMITED",U21099AP2022OPC123678,Struck Off (STK-7),One Person Company,2022-01-01,Andhra Pradesh,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2024-03-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HARSHITAA PACK INDUSTRIES PRIVATE LIMITED,HARSHITAA PACK INDUSTRIES PRIVATE LIMITED,U20210MP2022PTC063063,Struck Off (STK-7),Private,2022-01-01,Madhya Pradesh,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-25; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HARSINGAR TECHNOLOGIES PRIVATE LIMITED,HARSINGAR TECHNOLOGIES PRIVATE LIMITED,U62011PN2023PTC223758,Struck Off (STK-7),Private,2023-01-01,,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-02; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HASANPUR CONSTRUCTION PRIVATE LIMITED,HASANPUR CONSTRUCTION PRIVATE LIMITED,U45201BR2006PTC012723,Struck Off (STK-7),Private,2006-01-01,Bihar,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-27; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HASHEVAL TECHNOLOGIES PRIVATE LIMITED,HASHEVAL TECHNOLOGIES PRIVATE LIMITED,U72900KL2020PTC062910,Struck Off (STK-7),Private,2020-01-01,Kerala,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-27; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HASHTAG DIAL PRIVATE LIMITED,HASHTAG DIAL PRIVATE LIMITED,U74999TG2020PTC139772,Struck Off (STK-7),Private,2020-01-01,Telangana,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HASU AROMA INTERNATIONAL PRIVATE LIMITED,HASU AROMA INTERNATIONAL PRIVATE LIMITED,U01284TS2025PTC194385,Struck Off (STK-7),Private,2025-01-01,,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-27; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HATFIELD ENGINEERS PRIVATE LIMITED,HATFIELD ENGINEERS PRIVATE LIMITED,U31200KA1998PTC023624,Struck Off (STK-7),Private,1998-01-01,Karnataka,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HAV CONSULTING ENGINEERS PRIVATE LIMITED,HAV CONSULTING ENGINEERS PRIVATE LIMITED,U42909DL2024PTC430601,Struck Off (STK-7),Private,2024-01-01,Delhi,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-16; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HAVAL MOTOR INDIA PRIVATE LIMITED,HAVAL MOTOR INDIA PRIVATE LIMITED,U34300HR2019FTC081063,Struck Off (STK-7),Subsidiary of Foreign Company,2019-01-01,Haryana,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-25; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HAVEN DELICACIES AND HOSPITALITY SERVICES PRIVATE LIMITED,HAVEN DELICACIES AND HOSPITALITY SERVICES PRIVATE LIMITED,U55101DL2023PTC420385,Struck Off (STK-7),Private,2023-01-01,Delhi,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-02; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HAVENRISE CREST PRIVATE LIMITED,HAVENRISE CREST PRIVATE LIMITED,U68100HR2024PTC126878,Struck Off (STK-7),Private,2024-01-01,Haryana,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-29; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HAVI INDIA SHOPPING PRIVATE LIMITED,HAVI INDIA SHOPPING PRIVATE LIMITED,U52609UP2021PTC156796,Struck Off (STK-7),Private,2021-01-01,Uttar Pradesh,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-16; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HAWKSCODE SOFTWARES PRIVATE LIMITED,HAWKSCODE SOFTWARES PRIVATE LIMITED,U72900RJ2013PTC043337,Struck Off (STK-7),Private,2013-01-01,Rajasthan,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HAXSPLOIT SECURITY SERVICES PRIVATE LIMITED,HAXSPLOIT SECURITY SERVICES PRIVATE LIMITED,U62092MP2023PTC065665,Struck Off (STK-7),Private,2023-01-01,Madhya Pradesh,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-25; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HAYES EDUCATION PRIVATE LIMITED,HAYES EDUCATION PRIVATE LIMITED,U80301PB2009PTC032782,Struck Off (STK-7),Private,2009-01-01,Punjab,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2024-03-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HAZEL AGRICULTURAL TECHNOLOGIES PRIVATE LIMITED,HAZEL AGRICULTURAL TECHNOLOGIES PRIVATE LIMITED,U20213MH2023FTC408717,Struck Off (STK-7),Subsidiary of Foreign Company,2023-01-01,Maharashtra,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-25; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HAZOOR SAHIB MILK PROCESSING PRIVATE LIMITED,HAZOOR SAHIB MILK PROCESSING PRIVATE LIMITED,U15203PB2011PTC035211,Struck Off (STK-7),Private,2011-01-01,Punjab,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HBB FOODS PRIVATE LIMITED,HBB FOODS PRIVATE LIMITED,U55209TG2022PTC169511,Struck Off (STK-7),Private,2022-01-01,Telangana,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HCCI INDUSTRIAL PARK PROJECT PRIVATE LIMITED,HCCI INDUSTRIAL PARK PROJECT PRIVATE LIMITED,U70100WB2021PTC245892,Struck Off (STK-7),Private,2021-01-01,West Bengal,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-27; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HEALING TOUCH DENTAL CLINIC PRIVATE LIMITED,HEALING TOUCH DENTAL CLINIC PRIVATE LIMITED,U85110DL2008PTC176369,Struck Off (STK-7),Private,2008-01-01,Delhi,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-16; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HEALTHBRAHMI TECHNOLOGIES PRIVATE LIMITED,HEALTHBRAHMI TECHNOLOGIES PRIVATE LIMITED,U72900KA2020PTC138650,Struck Off (STK-7),Private,2020-01-01,Karnataka,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-27; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HEALTHCARE PHARMA TRADING PRIVATE LIMITED,HEALTHCARE PHARMA TRADING PRIVATE LIMITED,U51397HP2011PTC031775,Struck Off (STK-7),Private,2011-01-01,Himachal Pradesh,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
