brand_name,legal_name,cin,company_status,company_class,date_of_registration,registered_state,tier,confidence,shutdown_date,shutdown_year,sector,city,funding_usd,investors,reason,domain,dns_resolves,wayback_last_capture,dpiit_recognised,evidence_count,primary_source_url,primary_source_name,all_source_urls,rationale,prequal_total,prequal_max_possible,prequal_pct,prequal_routing,prequal_unscored,pq_funding,pq_years,pq_eng_headcount,pq_sector,pq_code_location,pq_legal_status,github_url,prequal_note
Madhur Nourishment Products LLP,MADHUR NOURISHMENT PRODUCTS LLP,AAF-6086,Under Liquidation,,2016-02-02,maharashtra,confirmed,1.0,,,,,,,,madhurnourishmentproducts.com,0,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,"IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation; site dead (liveness 0.90, NXDOMAIN)",5,5,100.0,dont_pursue_but_unscored,"funding,years,eng_headcount,sector,code_location",,,,,,5,,"Below 25, BUT 5 criteria were unscored (funding, years, eng_headcount, sector, code_location). This is a research gap, not a weak lead — resolve those before deprioritising."
HEALTHCORE ORGANIC WELLNESS PRIVATE LIMITED,HEALTHCORE ORGANIC WELLNESS PRIVATE LIMITED,U85100DL2022PTC397522,Struck Off (STK-7),Private,2022-01-01,Delhi,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-29; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HEALTHMINE TECHSOURCE PRIVATE LIMITED,HEALTHMINE TECHSOURCE PRIVATE LIMITED,U74900TG2015PTC097707,Struck Off (STK-7),Private,2015-01-01,Telangana,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-01; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HEALTHPOINTE AI SOLUTIONS PRIVATE LIMITED,HEALTHPOINTE AI SOLUTIONS PRIVATE LIMITED,U74999TG2020FTC143404,Struck Off (STK-7),Subsidiary of Foreign Company,2020-01-01,Telangana,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-01; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HEALVIA DRUGS PRIVATE LIMITED,HEALVIA DRUGS PRIVATE LIMITED,U46497DL2025PTC447098,Struck Off (STK-7),Private,2025-01-01,Delhi,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-29; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HEAMCURE PHARMACEUTICALS PRIVATE LIMITED,HEAMCURE PHARMACEUTICALS PRIVATE LIMITED,U24233TN2008PTC068034,Struck Off (STK-7),Private,2008-01-01,Tamil Nadu,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
"HEAPSTACKS TECHNOLOGY PRIVATE
LIMITED","HEAPSTACKS TECHNOLOGY PRIVATE
LIMITED",U72200PY2021PTC008783,Struck Off (STK-7),Private,2021-01-01,Puducherry,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2024-03-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HEART AND STROKE OF INDIA PRIVATE LIMITED,HEART AND STROKE OF INDIA PRIVATE LIMITED,U86900TG2018FTC123861,Struck Off (STK-7),Subsidiary of Foreign Company,2018-01-01,Telangana,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-02; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HEAT CONSULTANTS PRIVATE LIMITED,HEAT CONSULTANTS PRIVATE LIMITED,U74210MH1996PTC102131,Struck Off (STK-7),Private,1996-01-01,Maharashtra,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-02; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HEAVEN CITY DEVELOPERS LIMITED,HEAVEN CITY DEVELOPERS LIMITED,U45201PB2007PLC030850,Struck Off (STK-7),Public,2007-01-01,Punjab,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2025-01-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HEBRON KURIES PVT LIMITED,HEBRON KURIES PVT LIMITED,U65992KL2000PTC013650,Struck Off (STK-7),Private,2000-01-01,Kerala,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-01; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HEFGRO EXPO INSIGHTS PRIVATE LIMITED,HEFGRO EXPO INSIGHTS PRIVATE LIMITED,U51909TZ2021PTC035310,Struck Off (STK-7),Private,2021-01-01,,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2024-03-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HEIGHTS BS PRIVATE LIMITED,HEIGHTS BS PRIVATE LIMITED,U72900HR2021PTC096005,Struck Off (STK-7),Private,2021-01-01,Haryana,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-16; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HEIMDEKOR ELECTRONICS PRIVATE LIMITED,HEIMDEKOR ELECTRONICS PRIVATE LIMITED,U51399UP2022PTC162157,Struck Off (STK-7),Private,2022-01-01,Uttar Pradesh,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HEIMDEKOR INDIA PRIVATE LIMITED,HEIMDEKOR INDIA PRIVATE LIMITED,U74999UP2022PTC157773,Struck Off (STK-7),Private,2022-01-01,Uttar Pradesh,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-29; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HEINZEL IMPORT EXPORT PRIVATE LIMITED,HEINZEL IMPORT EXPORT PRIVATE LIMITED,U46208KA2024PTC192671,Struck Off (STK-7),Private,2024-01-01,Karnataka,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-25; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HELALCORP PRIVATE LIMITED,HELALCORP PRIVATE LIMITED,U74999DL2017PTC323686,Struck Off (STK-7),Private,2017-01-01,Delhi,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HELIAN CROP SCIENCES PRIVATE LIMITED,HELIAN CROP SCIENCES PRIVATE LIMITED,U01100TG2020PTC142448,Struck Off (STK-7),Private,2020-01-01,Telangana,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-16; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HELIWAL POLY PACKERS PVT LTD,HELIWAL POLY PACKERS PVT LTD,U25202CT1994PTC008238,Struck Off (STK-7),Private,1994-01-01,Chhattisgarh,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-22; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HELLO HEALTH RESORT PRIVATE LIMITED,HELLO HEALTH RESORT PRIVATE LIMITED,U55209CH2020PTC043387,Struck Off (STK-7),Private,2020-01-01,Chandigarh,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2024-03-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HEM BROKING SERVICES PRIVATE LIMITED,HEM BROKING SERVICES PRIVATE LIMITED,U66120RJ2023PTC089758,Struck Off (STK-7),Private,2023-01-01,Rajasthan,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-27; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HEMDEV FINANCIAL CONSULTANTS PRIVATE LIMITED,HEMDEV FINANCIAL CONSULTANTS PRIVATE LIMITED,U74899MH1982PTC328992,Struck Off (STK-7),Private,1982-01-01,Maharashtra,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-22; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HENCECURE PHARMA PRIVATE LIMITED,HENCECURE PHARMA PRIVATE LIMITED,U21002HP2023PTC010397,Struck Off (STK-7),Private,2023-01-01,Himachal Pradesh,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-16; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HEPLEQ AQUIFERS PRIVATE LIMITED,HEPLEQ AQUIFERS PRIVATE LIMITED,U15500MH2004PTC143969,Struck Off (STK-7),Private,2004-01-01,Maharashtra,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-16; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HERAMB PACKAGINGS PRIVATE LIMITED,HERAMB PACKAGINGS PRIVATE LIMITED,U21020MH1996PTC102110,Struck Off (STK-7),Private,1996-01-01,Maharashtra,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-29; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HERAMBH CHIT FUND PRIVATE LIMITED,HERAMBH CHIT FUND PRIVATE LIMITED,U65992TG2019PTC132838,Struck Off (STK-7),Private,2019-01-01,Telangana,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-25; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HERBWOOD FARMS (OPC) PRIVATE LIMITED,HERBWOOD FARMS (OPC) PRIVATE LIMITED,U51909UP2021OPC155936,Struck Off (STK-7),One Person Company,2021-01-01,Uttar Pradesh,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HETERIZE INFOTECH PRIVATE LIMITED,HETERIZE INFOTECH PRIVATE LIMITED,U72200MP2021PTC055260,Struck Off (STK-7),Private,2021-01-01,Madhya Pradesh,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-29; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HETI TECHNOSOFT PRIVATE LIMITED,HETI TECHNOSOFT PRIVATE LIMITED,U72900GJ2019PTC106660,Struck Off (STK-7),Private,2019-01-01,Gujarat,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-16; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HETU MED BRIDGE PRIVATE LIMITED,HETU MED BRIDGE PRIVATE LIMITED,U86201HR2025PTC136648,Struck Off (STK-7),Private,2025-01-01,Haryana,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-25; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HEXABITSOFT PRIVATE LIMITED,HEXABITSOFT PRIVATE LIMITED,U72900GJ2020PTC116461,Struck Off (STK-7),Private,2020-01-01,Gujarat,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2024-03-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HEXAD EQUIPMENTS PRIVATE LIMITED,HEXAD EQUIPMENTS PRIVATE LIMITED,U28162TZ2023PTC028999,Struck Off (STK-7),Private,2023-01-01,,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-16; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HEXADEGREE FREEDOM (OPC) PRIVATE LIMITED,HEXADEGREE FREEDOM (OPC) PRIVATE LIMITED,U72900MP2019OPC050159,Struck Off (STK-7),One Person Company,2019-01-01,Madhya Pradesh,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-02; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
HEYBUDD TECHNOLOGIES PRIVATE LIMITED,HEYBUDD TECHNOLOGIES PRIVATE LIMITED,U72900KA2018PTC114676,Struck Off (STK-7),Private,2018-01-01,Karnataka,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-02; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
